SMILES,Set,Actual,Predicted,ALogPS_logS,Mi:(Dragon7),nBM:(Dragon7),PCR:(Dragon7),VE2_Dz(Z):(Dragon7),VR2_Dz(Z):(Dragon7),SpDiam_B(m):(Dragon7),EE_B(m):(Dragon7),AVS_B(v):(Dragon7),SpPosA_B(v):(Dragon7),SpMax_B(v):(Dragon7),SpPosA_B(p):(Dragon7),SpMax_B(p):(Dragon7),EE_B(s):(Dragon7),GATS1i:(Dragon7),SpMax1_Bh(v):(Dragon7),SpMax4_Bh(s):(Dragon7),SpMin1_Bh(e):(Dragon7),SpMax_EA(bo):(Dragon7),TDB01v:(Dragon7),TDB03v:(Dragon7),Uc:(Dragon7),MLOGP:(Dragon7),ALOGP:(Dragon7),ALOGP2:(Dragon7),Residual,Standardized_Residual,Prediction_Quality
CC1=CC=C(C)C2=C1C=CC=C2,Training,55.0,45.360320814291384,-4.62,1.104,11,1.437,0.254,1.052,5.82,4.749,3.621,1.341,3.914,1.341,3.914,5.605,0.92,4.06,3.56,2.091,4.525,0.878,1.69,3.585,3.958,3.711,13.77,9.639679185708616,0.566346373764393,Good
C1C\C=C\CC\C=C\CC\C=C\1,Training,10.5,12.34227937183308,-4.78,1.125,3,1.233,0.0,0.0,4.465,4.493,3.216,1.274,3.237,1.274,3.237,5.294,1.208,3.75,3.53,1.854,2.449,0.764,0.995,2.0,3.743,4.141,17.15,-1.8422793718330794,-0.10823682215954472,Good
NCCCCCCN,Training,-5.1,1.171849244523679,-0.7,1.163,0,1.0,0.322,0.835,3.808,3.909,2.745,1.154,2.891,1.134,2.884,5.405,1.594,3.607,3.515,1.764,1.848,0.619,0.685,0.0,0.706,0.078,0.006,-6.271849244523679,-0.36848104672394466,Good
CC12CCC(CC1)C(C)(C)O2,Training,12.9,6.6518806148566405,-3.84,1.136,0,1.0,0.264,1.06,5.102,4.426,3.218,1.229,3.521,1.213,3.498,5.257,1.426,3.88,3.48,1.969,3.555,0.761,1.116,0.0,2.502,2.148,4.613,6.24811938514336,0.3670868800145476,Good
OC(=O)CCCCCCCCC=C,Training,92.6,77.49146509615773,-3.99,1.139,2,1.053,0.251,0.893,4.455,4.558,2.986,1.224,3.143,1.193,3.091,7.784,1.432,3.679,4.161,1.814,2.71,0.71,0.851,1.585,2.865,3.696,13.66,15.10853490384227,0.8876502828402819,Good
CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,Training,29.0,22.51531063191788,-5.7,1.129,4,1.062,0.158,1.081,5.468,5.541,3.337,1.259,3.746,1.237,3.737,8.601,1.272,4.04,4.563,2.051,4.04,0.822,1.371,2.322,4.386,5.259,27.66,6.484689368082119,0.38098574006971464,Good
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@H]2O,Training,46.8,44.745918480890005,-4.11,1.123,6,1.164,0.201,1.126,5.517,5.122,3.453,1.273,3.763,1.253,3.76,7.201,1.032,4.031,4.296,2.05,3.972,0.859,1.372,2.807,3.635,3.813,14.54,2.0540815191099924,0.12068053275975114,Good
C[C@]12CCC3C(CCC4=C3C=CC(O)=C4)C1CC[C@@]2(O)C#C,Training,87.9,63.18842058344428,-4.64,1.117,7,1.18,0.192,1.115,5.54,5.259,3.491,1.293,3.781,1.275,3.777,7.349,0.975,4.039,4.629,2.051,3.997,0.879,1.488,3.0,4.004,4.861,23.63,24.71157941655573,1.4518443117179685,Good
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,Training,13.9,13.074781355249215,-4.07,1.127,3,1.065,0.184,1.105,5.453,5.307,3.389,1.267,3.742,1.245,3.735,8.331,1.159,4.036,4.498,2.051,4.009,0.846,1.442,2.0,3.214,2.845,8.093,0.8252186447507857,0.04848289844648171,Good
C[C@]12CCC3C(CCC4=CC(O)=CC=C34)C1CC[C@@H]2O,Training,55.8,45.21486480804361,-4.11,1.123,6,1.164,0.201,1.126,5.517,5.122,3.453,1.273,3.763,1.253,3.76,7.201,1.032,4.031,4.296,2.05,3.972,0.858,1.373,2.807,3.635,3.813,14.54,10.58513519195639,0.621893407060484,Good
CCCCOCCOCCO,Training,8.7,9.703386752935913,-0.79,1.151,0,1.0,0.269,0.877,3.915,4.295,2.785,1.154,2.877,1.116,2.828,6.597,1.902,3.531,4.052,1.69,1.919,0.638,0.777,0.0,0.557,0.709,0.503,-1.0033867529359135,-0.058950556139976996,Good
CC1=C(OCC(O)=O)C=CC(Cl)=C1,Training,79.4,75.30098727433986,-2.41,1.12,7,1.263,0.252,0.97,5.558,4.962,3.284,1.268,3.693,1.234,3.691,7.853,1.159,3.86,4.567,1.896,3.879,0.898,1.596,3.0,2.086,2.634,6.936,4.099012725660145,0.24082347020774558,Good
CCNCCO,Training,5.4,7.181464689807425,0.87,1.164,0,1.0,0.371,0.789,3.697,3.655,2.649,1.135,2.771,1.094,2.729,6.383,2.072,3.44,3.012,1.619,1.732,0.583,0.631,0.0,-0.081,-0.406,0.165,-1.7814646898074242,-0.10466386356068108,Good
CC(OC1=CC(Cl)=CC=C1)C(O)=O,Training,38.8,53.155965405863014,-2.15,1.12,7,1.255,0.258,0.969,5.464,4.957,3.284,1.267,3.629,1.234,3.625,7.854,1.159,3.83,4.549,1.869,3.656,0.899,1.443,3.0,2.086,2.525,6.376,-14.355965405863017,-0.84343563648378,Good
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Training,56.8,57.96342933941536,-3.59,1.31,0,1.0,0.189,0.936,5.535,5.354,2.834,1.065,3.674,0.913,3.609,10.77,1.315,3.705,8.338,1.699,4.213,0.956,1.519,0.0,4.131,3.363,11.31,-1.1634293394153659,-0.06835331081202983,Good
CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Training,9.4,31.782069319491306,-4.56,1.261,2,1.022,0.169,0.947,5.536,5.56,2.939,1.109,3.676,0.981,3.61,10.8,1.153,3.712,8.338,1.713,4.213,0.925,1.553,1.585,4.784,4.886,23.87,-22.382069319491308,-1.3149819150859385,Good
CCOCCOCCOCCO,Training,6.6,10.25431180212239,-0.42,1.152,0,1.0,0.26,0.886,3.924,4.405,2.781,1.143,2.869,1.092,2.799,6.68,2.049,3.459,4.332,1.594,1.932,0.632,0.824,0.0,-0.251,-0.402,0.162,-3.6543118021223897,-0.21469658874174474,Good
COCCOCCOCCO,Training,6.1,8.294449948665651,-0.1,1.154,0,1.0,0.271,0.876,3.907,4.328,2.759,1.141,2.859,1.091,2.788,6.673,2.126,3.446,4.335,1.581,1.919,0.624,0.853,0.0,-0.584,-0.751,0.564,-2.1944499486656515,-0.12892739964591363,Good
OC1=CC=C(C=C1)C(=O)CBr,Training,104.3,83.13369149098963,-2.21,1.107,7,1.281,0.27,0.967,8.518,6.957,3.357,1.292,3.668,1.298,3.66,7.783,0.882,3.859,3.845,1.9,3.755,0.984,1.669,3.0,1.96,2.193,4.809,21.166308509010364,1.2435540477144242,Good
CCC(C)=NO,Training,-0.8,10.098667143659467,-0.79,1.158,1,1.1,0.377,0.792,4.547,3.836,2.82,1.171,3.193,1.131,3.155,6.544,1.532,3.522,3.229,1.663,2.944,0.629,0.912,1.0,0.586,0.51,0.26,-10.898667143659468,-0.6403139043078993,Good
CCCCOCCOC(C)=O,Training,8.3,13.240089331093976,-1.74,1.146,1,1.033,0.272,0.876,4.447,4.399,2.878,1.183,3.117,1.143,3.034,7.551,1.868,3.532,4.047,1.69,2.71,0.663,0.849,1.0,1.224,1.219,1.486,-4.940089331093976,-0.29023804888498184,Good
OCC#CCO,Training,11.1,12.98243422368729,-1.26,1.139,1,1.193,0.351,0.795,4.601,3.899,2.886,1.191,3.286,1.135,3.276,7.058,1.127,3.494,2.936,1.569,2.646,0.699,1.116,1.0,-0.226,-0.307,0.094,-1.8824342236872909,-0.1105959831127842,Good
OC1=C(Cl)C=C(C=C1)C1=CC=CC=C1,Training,105.7,98.82014046418104,-3.53,1.097,12,1.407,0.249,1.04,5.694,5.052,3.554,1.322,3.777,1.319,3.777,6.817,0.791,3.948,4.262,1.98,4.001,0.987,1.729,3.7,3.667,3.745,14.03,6.879859535818966,0.40420261142051966,Good
ClCC=O,Training,8.7,10.126856738454324,0.31,1.141,1,1.101,0.498,0.675,4.354,4.007,2.76,1.206,2.885,1.199,2.858,7.497,1.695,3.313,2.001,1.414,1.732,0.864,0.822,1.0,0.202,0.563,0.316,-1.4268567384543243,-0.08383008647247757,Good
ClCC(=O)C1=CC=CC=C1,Training,26.0,35.34453090533404,-2.63,1.107,7,1.293,0.291,0.963,5.346,4.736,3.38,1.29,3.622,1.286,3.614,7.563,0.991,3.855,3.674,1.908,3.668,0.956,1.546,3.0,2.42,2.315,5.359,-9.34453090533404,-0.5490059462363943,Good
OCCCl,Training,10.2,6.9576052823322,0.8,1.155,0,1.0,0.484,0.687,4.058,3.905,2.553,1.138,2.689,1.123,2.697,6.448,1.844,3.304,2.156,1.452,1.414,0.729,0.603,0.0,0.347,0.306,0.094,3.242394717667799,0.1904958095894342,Good
CCCCC(CC)CO,Training,8.6,24.122737851662748,-2.21,1.146,0,1.0,0.304,0.854,4.159,4.054,2.819,1.175,3.069,1.16,3.063,6.416,1.599,3.674,3.641,1.811,2.444,0.651,0.823,0.0,2.274,2.659,7.068,-15.522737851662749,-0.9119853600748472,Good
CCCC(O)C(CC)CO,Training,5.3,8.639521339793736,-0.48,1.148,0,1.0,0.28,0.869,4.407,4.208,2.83,1.164,3.179,1.135,3.162,7.035,1.575,3.679,4.035,1.801,2.75,0.662,0.891,0.0,1.393,1.427,2.037,-3.3395213397937367,-0.19620215200781685,Good
CCC\C=C(\CC)C=O,Training,23.2,23.49157368136634,-1.98,1.135,2,1.138,0.3,0.855,4.736,4.224,3.003,1.237,3.348,1.224,3.336,7.5,1.437,3.696,3.727,1.797,3.138,0.701,0.966,1.585,2.021,2.732,7.466,-0.29157368136634076,-0.017130414191768847,Good
CCC1=CC=CC(C)=C1N,Training,30.3,37.12322843985547,-1.83,1.13,6,1.274,0.26,0.97,5.421,4.449,3.312,1.275,3.706,1.264,3.702,5.575,1.068,3.889,3.819,1.944,3.977,0.769,1.359,2.807,2.51,2.512,6.31,-6.823228439855466,-0.40087544510892903,Good
CCCCC(CC)C(O)=O,Training,-8.2,17.013741954170907,-1.84,1.144,1,1.037,0.288,0.867,4.683,4.3,2.913,1.198,3.278,1.16,3.238,7.753,1.535,3.679,4.027,1.802,3.025,0.688,0.912,1.0,2.06,2.724,7.422,-25.213741954170906,-1.4813471537461884,Good
CCCCC(CC)COC(C)=O,Training,10.1,14.945722450651193,-3.47,1.143,1,1.03,0.242,0.888,4.52,4.461,2.931,1.199,3.173,1.173,3.125,7.531,1.674,3.683,4.014,1.814,2.738,0.678,0.921,1.0,2.681,3.038,9.228,-4.845722450651193,-0.28469384564827427,Good
CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,Training,53.1,52.64100260723867,-4.68,1.123,13,1.268,0.181,1.023,5.973,5.561,3.337,1.263,3.641,1.258,3.846,7.691,1.373,3.854,4.482,1.888,3.931,0.832,1.22,3.807,5.208,6.192,38.33,0.4589973927613329,0.02696682160782746,Good
CCCCC(CC)COC(=O)CS,Training,58.7,47.51828492251991,-3.68,1.136,1,1.027,0.245,0.895,4.685,4.704,2.952,1.203,3.196,1.211,3.169,7.547,1.507,3.684,4.12,1.814,2.827,0.73,0.952,1.0,2.681,3.55,12.6,11.181715077480092,0.6569434173687149,Good
CCC1=C(O)C=CC=C1,Training,68.1,62.08871840110281,-1.1,1.12,6,1.285,0.275,0.968,5.28,4.356,3.318,1.275,3.631,1.254,3.624,6.553,1.023,3.852,3.562,1.91,3.771,0.803,1.253,2.807,2.193,2.505,6.275,6.011281598897185,0.35317228609219314,Good
CCCCCC(C)=O,Training,13.4,14.545194751401223,-1.7,1.142,1,1.048,0.322,0.836,4.445,4.058,2.898,1.212,3.166,1.19,3.128,7.471,1.571,3.625,3.619,1.765,2.71,0.672,0.801,1.0,1.795,1.791,3.209,-1.1451947514012222,-0.06728199997274294,Good
COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,Training,98.3,81.23439971946327,-3.25,1.108,13,1.375,0.223,1.032,5.594,5.083,3.483,1.291,3.782,1.263,3.768,7.859,0.968,3.925,4.719,1.952,4.067,0.902,1.706,3.807,3.181,2.95,8.705,17.065600280536728,1.0026309640390905,Good
CC(=O)C1=CC=CC=C1O,Training,19.1,34.04135726619739,-1.48,1.116,7,1.304,0.277,0.968,5.413,4.544,3.362,1.288,3.689,1.254,3.676,7.775,0.957,3.856,3.793,1.9,3.906,0.861,1.5,3.0,2.001,1.302,1.697,-14.941357266197386,-0.8778283326456067,Good
OCCOC(=O)C=C,Training,17.1,4.442973107409603,0.26,1.143,2,1.094,0.314,0.838,4.655,4.198,2.93,1.192,3.246,1.126,3.191,7.771,1.602,3.484,4.321,1.574,2.918,0.698,0.965,1.585,0.052,0.179,0.032,12.657026892590398,0.743620316108065,Good
CCCCCCCCSCCO,Training,75.0,57.81995446923785,-4.07,1.138,0,1.0,0.262,0.886,4.512,4.577,2.868,1.199,2.978,1.215,3.086,6.464,1.375,3.653,3.799,1.795,1.932,0.726,0.834,0.0,3.806,3.409,11.62,17.18004553076215,1.0093548032054207,Good
SC1=NC2=C(S1)C=CC=C2,Training,101.0,87.26595334418558,-2.94,1.078,10,1.412,0.282,1.062,5.971,5.018,3.69,1.388,3.89,1.455,3.962,5.691,0.875,3.988,3.679,1.898,4.396,1.135,1.969,3.459,1.769,2.815,7.926,13.734046655814424,0.8068969278731974,Good
COC1=CC=C(C)C=C1N,Training,37.4,37.88405431173763,-0.79,1.133,6,1.272,0.26,0.969,5.394,4.478,3.284,1.262,3.682,1.241,3.671,5.78,1.171,3.854,3.727,1.904,3.877,0.764,1.491,2.807,1.58,1.553,2.412,-0.4840543117376299,-0.02843895516399112,Good
COCCO,Training,23.3,7.834567319742884,1.03,1.16,0,1.0,0.403,0.756,3.605,3.521,2.568,1.116,2.703,1.065,2.631,6.435,2.17,3.321,2.72,1.488,1.618,0.565,0.709,0.0,-0.534,-0.489,0.239,15.465432680257116,0.9086185907666277,Good
COC1=C(O)C=CC=C1,Training,52.3,42.274537285555,-0.27,1.122,6,1.285,0.272,0.967,5.285,4.389,3.287,1.254,3.62,1.216,3.603,6.635,1.145,3.812,3.563,1.862,3.771,0.802,1.423,2.807,1.246,1.546,2.391,10.025462714444998,0.5890117652518817,Good
CC(O)CC(C)(C)O,Training,13.1,2.0057167420715634,0.14,1.151,0,1.0,0.331,0.838,4.57,4.057,2.809,1.188,3.253,1.137,3.23,7.029,1.605,3.631,3.796,1.755,3.125,0.648,0.875,0.0,0.706,0.125,0.016,11.094283257928437,0.6518066599102184,Good
CC1=C(N)C=CC=C1,Training,30.1,31.749462625607343,-1.0,1.127,6,1.3,0.316,0.961,5.277,4.262,3.362,1.299,3.632,1.287,3.628,5.483,0.95,3.848,3.476,1.91,3.743,0.791,1.321,2.807,1.859,1.57,2.464,-1.6494626256073417,-0.09690853385012746,Good
Cl.CC1=CC=CC=C1N,Training,39.0,31.749462625607343,-1.0,1.127,6,1.3,0.316,0.961,5.277,4.262,3.362,1.299,3.632,1.287,3.628,5.483,0.95,3.848,3.476,1.91,3.743,0.791,1.321,2.807,1.859,1.57,2.464,7.250537374392657,0.42598051975820267,Good
CCC(C)COC(=O)CC(C)C,Training,1.6,11.95943008081089,-2.69,1.143,1,1.03,0.258,0.887,4.616,4.478,2.947,1.21,3.233,1.185,3.185,7.53,1.674,3.643,4.062,1.765,2.882,0.679,0.921,1.0,2.681,3.044,9.266,-10.35943008081089,-0.6086328753794241,Good
CC(CCC#N)C#N,Training,0.2,9.181397275649699,-1.22,1.14,2,1.173,0.323,0.836,4.66,4.282,3.136,1.311,3.281,1.293,3.258,7.541,1.287,3.632,3.576,1.75,2.625,0.777,1.012,1.585,0.454,1.058,1.119,-8.9813972756497,-0.5276712720836975,Good
CC(C)C#N,Training,4.9,10.468893180734975,-0.36,1.145,1,1.146,0.419,0.758,4.576,3.752,2.967,1.283,3.232,1.271,3.206,6.866,1.454,3.538,2.418,1.676,2.514,0.678,0.783,1.0,0.655,1.174,1.378,-5.568893180734975,-0.3271812679685837,Good
NC1=CC=CC=C1[N+]([O-])=O,Training,95.2,78.84594563332536,-1.84,1.14,8,1.333,0.276,0.966,5.558,4.656,3.397,1.28,3.7,1.225,3.669,8.243,0.863,3.86,4.499,1.909,4.078,0.848,1.473,3.17,1.348,0.978,0.956,16.354054366674646,0.9608265180280546,Good
CCCCCCCCCCC(CO)CCCCCCCC,Training,14.0,12.555069801816964,-6.99,1.142,0,1.0,0.192,0.932,4.22,4.883,2.938,1.2,3.106,1.193,3.101,6.599,1.538,3.747,4.129,1.86,2.475,0.685,0.826,0.0,6.361,8.133,66.15,1.4449301981830356,0.08489193077056456,Good
CCCC(C)=O,Training,11.9,10.577118157869368,-0.47,1.143,1,1.066,0.368,0.793,4.434,3.817,2.861,1.227,3.158,1.2,3.118,7.459,1.6,3.565,3.193,1.704,2.706,0.658,0.775,1.0,1.064,0.879,0.773,1.3228818421306325,0.07772139713116079,Good
OCCOC1=CC=CC=C1,Training,3.3,16.138522992189557,-0.76,1.125,6,1.263,0.285,0.963,5.106,4.432,3.24,1.247,3.539,1.213,3.529,6.619,1.189,3.811,3.674,1.873,3.444,0.787,1.104,2.807,1.312,1.274,1.624,-12.838522992189557,-0.7542834985522231,Good
OCCC1=CC=CC=C1,Training,7.4,23.101760454090908,-1.03,1.12,6,1.278,0.301,0.961,5.1,4.323,3.296,1.272,3.552,1.256,3.551,6.527,1.023,3.849,3.674,1.917,3.444,0.801,1.119,2.807,1.925,1.547,2.392,-15.701760454090907,-0.9225032206544157,Good
O=C(OCCC1=CC=CC=C1)C1=CC=CC=C1,Training,91.9,76.49152010017787,-4.48,1.107,13,1.35,0.225,1.03,5.279,5.041,3.476,1.295,3.62,1.279,3.608,7.63,1.03,3.869,4.383,1.921,3.67,0.883,1.369,3.807,3.77,3.59,12.89,15.40847989982214,0.9052725249843796,Good
OC1=C(C=CC=C1)C1=CC=CC=C1,Training,91.7,95.96887433412888,-2.7,1.099,12,1.426,0.262,1.043,5.514,4.805,3.572,1.319,3.755,1.304,3.751,6.708,0.799,3.942,3.733,1.981,4.012,0.919,1.55,3.7,3.127,3.081,9.493,-4.268874334128881,-0.2508031079264654,Good
CCCOCCO,Training,3.0,6.3485576774344645,0.29,1.153,0,1.0,0.332,0.818,3.778,3.832,2.694,1.132,2.809,1.092,2.757,6.46,1.902,3.461,3.248,1.628,1.802,0.612,0.695,0.0,0.329,0.384,0.147,-3.3485576774344645,-0.19673305111310288,Good
O=C1CCCN1,Training,13.1,9.735095389463346,0.8,1.15,1,1.062,0.348,0.958,4.448,3.894,3.087,1.231,3.228,1.184,3.18,7.464,1.617,3.642,2.896,1.564,2.861,0.737,0.671,1.0,-0.212,-0.371,0.137,3.3649046105366534,0.1976934592455975,Good
CCC(C)C1CCCCC1=O,Training,9.9,20.72035006376751,-2.51,1.136,1,1.034,0.268,0.968,4.856,4.404,3.112,1.229,3.4,1.215,3.381,7.488,1.4,3.81,3.74,1.909,3.193,0.742,1.008,1.0,2.357,2.801,7.846,-10.820350063767508,-0.6357126521971043,Good
CCC1=CC(=C(O)C=C1)C(C)(C)C,Training,87.9,72.44551282709291,-3.25,1.127,6,1.243,0.239,0.973,5.505,4.694,3.272,1.265,3.749,1.249,3.744,6.63,1.184,3.921,3.928,1.967,4.046,0.768,1.355,2.807,3.386,3.905,15.25,15.454487172907093,0.9079755249262325,Good
CC1=CC(O)=C(C=C1)C(C)(C)C,Training,66.2,60.02964806920796,-2.76,1.126,6,1.25,0.256,0.971,5.503,4.638,3.293,1.288,3.747,1.273,3.742,6.618,1.155,3.911,3.745,1.959,4.032,0.774,1.413,2.807,3.105,3.449,11.9,6.1703519307920445,0.36251791927215565,Good
CCCCCCCCCC(C)=O,Training,15.8,31.930601580995734,-4.16,1.14,1,1.03,0.262,0.885,4.447,4.415,2.938,1.221,3.168,1.207,3.132,7.494,1.545,3.679,3.843,1.815,2.71,0.685,0.801,1.0,3.953,3.616,13.08,-16.130601580995734,-0.9476983140247073,Good
NC(=O)C(Br)(Br)C#N,Training,25.8,28.887546314868793,-1.86,1.13,2,1.134,0.314,0.839,8.408,7.608,3.143,1.31,3.562,1.359,3.624,7.927,0.865,3.573,3.911,1.535,3.624,1.25,2.378,1.585,0.024,0.703,0.494,-3.087546314868792,-0.18139822141052026,Good
OC1=C(CC2=C(O)C=CC=C2)C=CC=C1,Training,100.9,101.42526207386264,-2.83,1.108,12,1.404,0.244,1.036,5.43,4.933,3.493,1.306,3.71,1.281,3.703,7.219,0.827,3.919,4.577,1.961,3.873,0.896,1.512,3.7,2.786,3.27,10.69,-0.5252620738626348,-0.030859976258245166,Good
CC1=CC(CC2=CC(C)=CC(=C2O)C(C)(C)C)=C(O)C(=C1)C(C)(C)C,Training,52.3,62.123589679999874,-5.55,1.124,12,1.344,0.189,1.022,5.708,5.388,3.375,1.292,3.855,1.277,3.85,7.317,1.126,3.999,4.575,2.02,4.225,0.802,1.554,3.7,5.152,7.043,49.6,-9.823589679999877,-0.5771514057091792,Good
CCC1=CC(CC2=C(O)C(=CC(CC)=C2)C(C)(C)C)=C(O)C(=C1)C(C)(C)C,Training,39.3,47.90523140645034,-6.26,1.125,12,1.336,0.183,1.02,5.706,5.441,3.351,1.275,3.855,1.26,3.85,7.329,1.156,4.006,4.563,2.025,4.23,0.792,1.483,3.7,5.571,7.955,63.29,-8.605231406450343,-0.5055709332808428,Good
CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C1=CC(Cl)=C(O)C(Cl)=C1,Training,105.2,93.94579137181154,-5.86,1.107,12,1.341,0.197,1.025,5.907,5.677,3.436,1.309,3.871,1.316,3.874,7.48,0.892,3.978,4.888,1.99,4.235,1.058,2.089,3.7,4.804,6.385,40.77,11.254208628188465,0.6612025279442889,Good
CC1=C(C)C(O)=CC=C1,Training,67.6,61.498434151558996,-1.31,1.12,6,1.286,0.274,0.969,5.425,4.39,3.341,1.294,3.706,1.271,3.7,6.559,1.023,3.872,3.763,1.924,3.96,0.802,1.492,2.807,2.193,2.535,6.426,6.101565848440998,0.3584766283168789,Good
CC1=CC=CC(=C1[N+]([O-])=O)[N+]([O-])=O,Training,58.0,71.13156424712885,-3.28,1.14,10,1.346,0.252,0.972,5.783,4.991,3.424,1.286,3.808,1.216,3.773,8.897,0.938,3.918,6.999,1.954,4.349,0.878,1.763,3.459,2.239,2.105,4.431,-13.13156424712885,-0.7715001350087853,Good
CC(C)(C1=CC=CC=C1)C1=CC(=C(O)C=C1)C(C)(C)C1=CC=CC=C1,Training,97.6,85.9924891212659,-6.43,1.11,18,1.434,0.177,1.06,5.692,5.422,3.534,1.308,3.851,1.3,3.848,6.953,0.965,4.013,4.564,2.035,4.214,0.869,1.639,4.248,5.743,6.428,41.32,11.60751087873409,0.681959593048277,Good
CC(C)NC1=NC(NC(C)C)=NC(Cl)=N1,Training,30.1,33.76709690790972,-3.98,1.159,6,1.227,0.209,0.976,5.536,5.02,3.184,1.249,3.592,1.229,3.54,6.16,2.041,3.672,4.171,1.741,3.831,0.746,1.173,2.807,2.893,2.913,8.487,-3.667096907909716,-0.21544773389516245,Good
[Na+].[O-]C(=O)COC1=C(Cl)C=C(Cl)C=C1,Training,90.5,83.39169404734511,-2.6,1.115,7,1.263,0.252,0.969,5.626,5.127,3.291,1.273,3.696,1.249,3.699,7.884,1.109,3.842,4.656,1.86,3.879,1.015,1.783,3.0,2.354,2.812,7.907,7.108305952654888,0.41762419913957016,Good
CCCCOCCOC(=O)COC1=C(Cl)C=C(Cl)C=C1,Training,71.8,78.2536558047841,-4.9,1.128,7,1.203,0.2,0.978,5.626,5.368,3.185,1.244,3.696,1.226,3.699,7.735,1.481,3.843,4.627,1.86,3.879,0.844,1.285,3.0,3.16,4.261,18.15,-6.4536558047841055,-0.3791624692221874,Good
OC(=O)COC1=C(Cl)C=C(Cl)C=C1,Training,86.7,83.39169404734511,-2.6,1.115,7,1.263,0.252,0.969,5.626,5.127,3.291,1.273,3.696,1.249,3.699,7.884,1.109,3.842,4.656,1.86,3.879,1.015,1.794,3.0,2.354,2.812,7.907,3.308305952654891,0.19436819872253047,Good
OC(=O)CCCOC1=CC=C(Cl)C=C1Cl,Training,99.4,83.60188289241299,-3.34,1.12,7,1.242,0.237,0.972,5.623,5.198,3.255,1.271,3.695,1.25,3.698,7.891,1.185,3.844,4.661,1.863,3.879,0.941,1.448,3.0,2.927,3.168,10.04,15.798117107587018,0.9281643261999716,Good
OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,Training,107.0,95.49351228776963,-2.94,1.104,13,1.384,0.231,1.034,5.595,5.041,3.511,1.298,3.783,1.267,3.769,8.02,0.784,3.923,4.729,1.951,4.063,0.939,1.662,3.807,2.917,2.699,7.287,11.506487712230367,0.6760243224948335,Good
OC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,Training,108.4,91.28923255961632,-2.69,1.145,10,1.336,0.247,0.972,5.715,5.004,3.402,1.269,3.777,1.185,3.739,8.966,0.846,3.89,6.999,1.921,4.202,0.912,1.759,3.459,1.395,1.351,1.826,17.110767440383682,1.005284606001624,Good
CC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,Training,74.7,66.99120354045579,-3.27,1.14,10,1.336,0.247,0.972,5.717,4.991,3.424,1.286,3.782,1.216,3.751,8.897,0.938,3.914,6.999,1.952,4.202,0.879,1.742,3.459,2.239,2.105,4.431,7.708796459544217,0.45290396462812615,Good
OC1=C(Cl)C=C(Cl)C(Cl)=C1,Training,103.4,97.2904588637988,-2.62,1.099,6,1.273,0.285,0.966,5.773,5.111,3.355,1.315,3.76,1.333,3.768,6.866,0.801,3.849,4.476,1.848,4.018,1.225,2.373,2.807,3.314,3.556,12.64,6.1095411362012015,0.35894518906622574,Good
OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1,Training,97.1,84.99919803202906,-3.55,1.112,7,1.256,0.242,0.971,5.772,5.312,3.293,1.278,3.759,1.267,3.767,7.918,1.102,3.856,4.717,1.853,4.033,1.101,2.109,3.0,2.914,3.476,12.09,12.100801967970938,0.7109412234757465,Good
OC1=C(Br)C=C(Br)C=C1Br,Training,105.0,93.64280922862221,-3.78,1.075,6,1.273,0.278,0.963,8.506,7.997,3.415,1.369,3.78,1.467,3.823,6.634,0.595,3.864,3.686,1.853,4.049,1.351,2.658,2.807,3.764,3.808,14.5,11.357190771377788,0.6672528914713476,Good
OC1=C(Cl)C=C(Cl)C=C1Cl,Training,100.0,99.60986976468622,-2.56,1.099,6,1.273,0.28,0.963,5.764,5.111,3.355,1.317,3.762,1.334,3.769,6.866,0.801,3.849,4.602,1.848,4.049,1.224,2.321,2.807,3.314,3.556,12.64,0.39013023531377655,0.022920767362608518,Good
CC1=CC(C)=C(C(O)=O)C(C)=C1,Training,35.7,49.18228088874871,-2.57,1.121,7,1.282,0.234,0.972,5.613,4.712,3.339,1.299,3.799,1.267,3.792,7.797,1.068,3.925,3.966,1.965,4.154,0.822,1.702,3.0,2.654,2.893,8.369,-13.482280888748704,-0.7921052915055604,Good
